captured_at,date,pitcher_name,line,over_odds,under_odds,odds_source
2026-08-24T16:14:40.720686+00:00,2026-08-24,Ranger Suarez,4.5,-161,+126,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Sandy Alcantara,4.5,-126,-101,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Cade Cavalli,6.5,-104,-123,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Ryan Feltner,3.5,-133,+104,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Kumar Rocker,4.5,-132,+104,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Jose Urquidy,3.5,-161,+126,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Parker Messick,7.5,+124,-159,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,George Klassen,4.5,+126,-161,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Kevin Gausman,4.5,-125,-102,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Merrill Kelly,3.5,-150,+118,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Zebby Matthews,4.5,+116,-148,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Jeffrey Springs,3.5,-134,+105,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Robbie Ray,5.5,-124,-103,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Braxton Ashcraft,5.5,+121,-155,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Zack Wheeler,6.5,-157,+123,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Logan Gilbert,6.5,+121,-155,live
2026-08-24T16:14:40.720686+00:00,2026-08-24,Chase Burns,6.5,-112,-114,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Drew Rasmussen,4.5,-148,+116,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Framber Valdez,3.5,-154,+121,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Ranger Suarez,4.5,-161,+126,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Sandy Alcantara,4.5,-126,-101,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Cade Cavalli,6.5,-104,-123,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Ryan Feltner,3.5,-133,+104,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Kumar Rocker,4.5,-132,+104,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Jose Urquidy,3.5,-161,+126,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Parker Messick,6.5,-148,+116,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,George Klassen,4.5,+126,-161,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Kevin Gausman,4.5,-125,-102,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Merrill Kelly,3.5,-150,+118,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Zebby Matthews,4.5,+116,-148,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Jeffrey Springs,3.5,-134,+105,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Robbie Ray,5.5,-124,-103,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Braxton Ashcraft,5.5,+121,-155,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Zack Wheeler,6.5,-157,+123,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Logan Gilbert,6.5,+121,-155,live
2026-08-24T16:19:16.594056+00:00,2026-08-24,Chase Burns,6.5,-112,-114,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Drew Rasmussen,4.5,-148,+116,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Framber Valdez,3.5,-154,+121,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Ranger Suarez,4.5,-161,+126,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Sandy Alcantara,4.5,-121,-106,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Cade Cavalli,6.5,-104,-123,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Ryan Feltner,3.5,-133,+104,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Kumar Rocker,4.5,-132,+104,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Jose Urquidy,3.5,-161,+126,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Parker Messick,6.5,-154,+120,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,George Klassen,4.5,+120,-153,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Kevin Gausman,4.5,-125,-102,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Merrill Kelly,3.5,-150,+118,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Zebby Matthews,4.5,+116,-148,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Jeffrey Springs,3.5,-134,+105,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Robbie Ray,5.5,-124,-103,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Braxton Ashcraft,5.5,+121,-155,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Zack Wheeler,6.5,-157,+123,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Logan Gilbert,6.5,+121,-155,live
2026-08-24T16:27:53.710091+00:00,2026-08-24,Chase Burns,6.5,-112,-114,live
